1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
79.8,71.4,132.2,54.6,52.5,100.8,92.4,126.0,128.1,142.7,0.0,0.0,195.2,142.7,233.0,73.5,0.0,245.6,134.3,94.5,0.0,0.0,0.0,0.0,79.8,71.4,132.2,54.6,52.5,100.8,92.4,126.0,128.1,142.7,0.0,0.0,195.2,142.7,233.0,73.5,0.0,245.6,134.3,94.5,0.0,0.0,0.0,0.0,79.8,71.4,132.2,54.6,52.5,100.8,92.4,126.0,128.1,142.7,0.0,0.0,195.2,142.7,233.0,73.5,0.0,245.6,134.3,94.5,0.0,0.0,0.0,0.0,0.0
78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,0.0
77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,0.0
75.5,67.5,125.1,51.6,49.7,95.3,87.4,119.2,121.2,135.1,0.0,0.0,184.7,135.1,220.5,69.5,0.0,232.4,127.1,89.4,0.0,0.0,0.0,0.0,75.5,67.5,125.1,51.6,49.7,95.3,87.4,119.2,121.2,135.1,0.0,0.0,184.7,135.1,220.5,69.5,0.0,232.4,127.1,89.4,0.0,0.0,0.0,0.0,75.5,67.5,125.1,51.6,49.7,95.3,87.4,119.2,121.2,135.1,0.0,0.0,184.7,135.1,220.5,69.5,0.0,232.4,127.1,89.4,0.0,0.0,0.0,0.0,0.0
77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,0.0
78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,78.9,70.6,130.8,54.0,51.9,99.7,91.4,124.6,126.7,141.2,0.0,0.0,193.1,141.2,230.5,72.7,0.0,243.0,132.9,93.4,0.0,0.0,0.0,0.0,0.0
82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,0.0
84.1,75.2,139.4,57.5,55.3,106.2,97.3,132.7,134.9,150.4,0.0,0.0,205.7,150.4,245.5,77.4,0.0,258.8,141.6,99.5,0.0,0.0,0.0,0.0,84.1,75.2,139.4,57.5,55.3,106.2,97.3,132.7,134.9,150.4,0.0,0.0,205.7,150.4,245.5,77.4,0.0,258.8,141.6,99.5,0.0,0.0,0.0,0.0,84.1,75.2,139.4,57.5,55.3,106.2,97.3,132.7,134.9,150.4,0.0,0.0,205.7,150.4,245.5,77.4,0.0,258.8,141.6,99.5,0.0,0.0,0.0,0.0,0.0
82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,82.3,73.7,136.5,56.3,54.2,104.0,95.3,130.0,132.2,147.4,0.0,0.0,201.5,147.4,240.5,75.8,0.0,253.5,138.7,97.5,0.0,0.0,0.0,0.0,0.0
77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,77.2,69.1,128.0,52.8,50.8,97.5,89.4,121.9,123.9,138.1,0.0,0.0,188.9,138.1,225.5,71.1,0.0,237.7,130.0,91.4,0.0,0.0,0.0,0.0,0.0
68.6,61.4,113.8,46.9,45.1,86.7,79.5,108.3,110.2,122.8,0.0,0.0,167.9,122.8,200.4,63.2,0.0,211.3,115.6,81.3,0.0,0.0,0.0,0.0,68.6,61.4,113.8,46.9,45.1,86.7,79.5,108.3,110.2,122.8,0.0,0.0,167.9,122.8,200.4,63.2,0.0,211.3,115.6,81.3,0.0,0.0,0.0,0.0,68.6,61.4,113.8,46.9,45.1,86.7,79.5,108.3,110.2,122.8,0.0,0.0,167.9,122.8,200.4,63.2,0.0,211.3,115.6,81.3,0.0,0.0,0.0,0.0,0.0
60.0,53.7,99.5,41.1,39.5,75.8,69.5,94.8,96.4,107.4,0.0,0.0,146.9,107.4,175.4,55.3,0.0,184.9,101.1,71.1,0.0,0.0,0.0,0.0,60.0,53.7,99.5,41.1,39.5,75.8,69.5,94.8,96.4,107.4,0.0,0.0,146.9,107.4,175.4,55.3,0.0,184.9,101.1,71.1,0.0,0.0,0.0,0.0,60.0,53.7,99.5,41.1,39.5,75.8,69.5,94.8,96.4,107.4,0.0,0.0,146.9,107.4,175.4,55.3,0.0,184.9,101.1,71.1,0.0,0.0,0.0,0.0,0.0
52.9,47.3,87.7,36.2,34.8,66.8,61.3,83.5,84.9,94.7,0.0,0.0,129.5,94.7,154.6,48.7,0.0,162.9,89.1,62.7,0.0,0.0,0.0,0.0,52.9,47.3,87.7,36.2,34.8,66.8,61.3,83.5,84.9,94.7,0.0,0.0,129.5,94.7,154.6,48.7,0.0,162.9,89.1,62.7,0.0,0.0,0.0,0.0,52.9,47.3,87.7,36.2,34.8,66.8,61.3,83.5,84.9,94.7,0.0,0.0,129.5,94.7,154.6,48.7,0.0,162.9,89.1,62.7,0.0,0.0,0.0,0.0,0.0
52.1,46.6,86.3,35.6,34.3,65.8,60.3,82.2,83.6,93.2,0.0,0.0,127.4,93.2,152.1,48.0,0.0,160.3,87.7,61.7,0.0,0.0,0.0,0.0,52.1,46.6,86.3,35.6,34.3,65.8,60.3,82.2,83.6,93.2,0.0,0.0,127.4,93.2,152.1,48.0,0.0,160.3,87.7,61.7,0.0,0.0,0.0,0.0,52.1,46.6,86.3,35.6,34.3,65.8,60.3,82.2,83.6,93.2,0.0,0.0,127.4,93.2,152.1,48.0,0.0,160.3,87.7,61.7,0.0,0.0,0.0,0.0,0.0
50.4,45.1,83.5,34.5,33.2,63.7,58.3,79.6,80.9,90.2,0.0,0.0,123.3,90.2,147.2,46.4,0.0,155.2,84.9,59.7,0.0,0.0,0.0,0.0,50.4,45.1,83.5,34.5,33.2,63.7,58.3,79.6,80.9,90.2,0.0,0.0,123.3,90.2,147.2,46.4,0.0,155.2,84.9,59.7,0.0,0.0,0.0,0.0,50.4,45.1,83.5,34.5,33.2,63.7,58.3,79.6,80.9,90.2,0.0,0.0,123.3,90.2,147.2,46.4,0.0,155.2,84.9,59.7,0.0,0.0,0.0,0.0,0.0
48.7,43.6,80.8,33.3,32.0,61.5,56.4,76.9,78.2,87.2,0.0,0.0,119.2,87.2,142.3,44.9,0.0,150.0,82.0,57.7,0.0,0.0,0.0,0.0,48.7,43.6,80.8,33.3,32.0,61.5,56.4,76.9,78.2,87.2,0.0,0.0,119.2,87.2,142.3,44.9,0.0,150.0,82.0,57.7,0.0,0.0,0.0,0.0,48.7,43.6,80.8,33.3,32.0,61.5,56.4,76.9,78.2,87.2,0.0,0.0,119.2,87.2,142.3,44.9,0.0,150.0,82.0,57.7,0.0,0.0,0.0,0.0,0.0
49.6,44.3,82.2,33.9,32.6,62.6,57.4,78.2,79.5,88.7,0.0,0.0,121.3,88.7,144.7,45.6,0.0,152.6,83.5,58.7,0.0,0.0,0.0,0.0,49.6,44.3,82.2,33.9,32.6,62.6,57.4,78.2,79.5,88.7,0.0,0.0,121.3,88.7,144.7,45.6,0.0,152.6,83.5,58.7,0.0,0.0,0.0,0.0,49.6,44.3,82.2,33.9,32.6,62.6,57.4,78.2,79.5,88.7,0.0,0.0,121.3,88.7,144.7,45.6,0.0,152.6,83.5,58.7,0.0,0.0,0.0,0.0,0.0
54.6,48.8,90.5,37.4,35.9,69.0,63.2,86.2,87.6,97.7,0.0,0.0,133.6,97.7,159.5,50.3,0.0,168.1,91.9,64.6,0.0,0.0,0.0,0.0,54.6,48.8,90.5,37.4,35.9,69.0,63.2,86.2,87.6,97.7,0.0,0.0,133.6,97.7,159.5,50.3,0.0,168.1,91.9,64.6,0.0,0.0,0.0,0.0,54.6,48.8,90.5,37.4,35.9,69.0,63.2,86.2,87.6,97.7,0.0,0.0,133.6,97.7,159.5,50.3,0.0,168.1,91.9,64.6,0.0,0.0,0.0,0.0,0.0
60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,0.0
71.4,63.9,118.4,48.8,47.0,90.2,82.7,112.7,114.6,127.7,0.0,0.0,174.7,127.7,208.5,65.8,0.0,219.8,120.2,84.5,0.0,0.0,0.0,0.0,71.4,63.9,118.4,48.8,47.0,90.2,82.7,112.7,114.6,127.7,0.0,0.0,174.7,127.7,208.5,65.8,0.0,219.8,120.2,84.5,0.0,0.0,0.0,0.0,71.4,63.9,118.4,48.8,47.0,90.2,82.7,112.7,114.6,127.7,0.0,0.0,174.7,127.7,208.5,65.8,0.0,219.8,120.2,84.5,0.0,0.0,0.0,0.0,0.0
79.8,71.4,132.3,54.6,52.5,100.8,92.4,126.0,128.1,142.8,0.0,0.0,195.3,142.8,233.1,73.5,0.0,245.7,134.4,94.5,0.0,0.0,0.0,0.0,79.8,71.4,132.3,54.6,52.5,100.8,92.4,126.0,128.1,142.8,0.0,0.0,195.3,142.8,233.1,73.5,0.0,245.7,134.4,94.5,0.0,0.0,0.0,0.0,79.8,71.4,132.3,54.6,52.5,100.8,92.4,126.0,128.1,142.8,0.0,0.0,195.3,142.8,233.1,73.5,0.0,245.7,134.4,94.5,0.0,0.0,0.0,0.0,0.0
83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,0.0
84.0,75.1,139.2,57.5,55.3,106.1,97.2,132.6,134.8,150.3,0.0,0.0,205.5,150.3,245.3,77.4,0.0,258.6,141.5,99.5,0.0,0.0,0.0,0.0,84.0,75.1,139.2,57.5,55.3,106.1,97.2,132.6,134.8,150.3,0.0,0.0,205.5,150.3,245.3,77.4,0.0,258.6,141.5,99.5,0.0,0.0,0.0,0.0,84.0,75.1,139.2,57.5,55.3,106.1,97.2,132.6,134.8,150.3,0.0,0.0,205.5,150.3,245.3,77.4,0.0,258.6,141.5,99.5,0.0,0.0,0.0,0.0,0.0
83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,83.1,74.4,137.8,56.9,54.7,105.0,96.3,131.3,133.5,148.8,0.0,0.0,203.5,148.8,242.9,76.6,0.0,256.0,140.0,98.5,0.0,0.0,0.0,0.0,0.0
78.1,69.9,129.5,53.4,51.4,98.7,90.4,123.3,125.4,139.8,0.0,0.0,191.2,139.8,228.2,71.9,0.0,240.5,131.5,92.5,0.0,0.0,0.0,0.0,78.1,69.9,129.5,53.4,51.4,98.7,90.4,123.3,125.4,139.8,0.0,0.0,191.2,139.8,228.2,71.9,0.0,240.5,131.5,92.5,0.0,0.0,0.0,0.0,78.1,69.9,129.5,53.4,51.4,98.7,90.4,123.3,125.4,139.8,0.0,0.0,191.2,139.8,228.2,71.9,0.0,240.5,131.5,92.5,0.0,0.0,0.0,0.0,0.0
77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,0.0
75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,0.0
73.9,66.1,122.5,50.6,48.6,93.4,85.6,116.7,118.6,132.3,0.0,0.0,180.9,132.3,215.9,68.1,0.0,227.6,124.5,87.5,0.0,0.0,0.0,0.0,73.9,66.1,122.5,50.6,48.6,93.4,85.6,116.7,118.6,132.3,0.0,0.0,180.9,132.3,215.9,68.1,0.0,227.6,124.5,87.5,0.0,0.0,0.0,0.0,73.9,66.1,122.5,50.6,48.6,93.4,85.6,116.7,118.6,132.3,0.0,0.0,180.9,132.3,215.9,68.1,0.0,227.6,124.5,87.5,0.0,0.0,0.0,0.0,0.0
75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,0.0
77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,77.3,69.1,128.1,52.9,50.8,97.6,89.5,122.0,124.0,138.3,0.0,0.0,189.1,138.3,225.7,71.2,0.0,237.9,130.1,91.5,0.0,0.0,0.0,0.0,0.0
80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,0.0
82.3,73.6,136.5,56.3,54.1,104.0,95.3,130.0,132.1,147.3,0.0,0.0,201.4,147.3,240.4,75.8,0.0,253.4,138.6,97.5,0.0,0.0,0.0,0.0,82.3,73.6,136.5,56.3,54.1,104.0,95.3,130.0,132.1,147.3,0.0,0.0,201.4,147.3,240.4,75.8,0.0,253.4,138.6,97.5,0.0,0.0,0.0,0.0,82.3,73.6,136.5,56.3,54.1,104.0,95.3,130.0,132.1,147.3,0.0,0.0,201.4,147.3,240.4,75.8,0.0,253.4,138.6,97.5,0.0,0.0,0.0,0.0,0.0
80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,80.6,72.1,133.7,55.2,53.0,101.8,93.4,127.3,129.4,144.3,0.0,0.0,197.3,144.3,235.5,74.3,0.0,248.2,135.8,95.5,0.0,0.0,0.0,0.0,0.0
75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,75.6,67.6,125.3,51.7,49.7,95.5,87.5,119.3,121.3,135.3,0.0,0.0,185.0,135.3,220.8,69.6,0.0,232.7,127.3,89.5,0.0,0.0,0.0,0.0,0.0
67.2,60.1,111.4,46.0,44.2,84.9,77.8,106.1,107.9,120.2,0.0,0.0,164.4,120.2,196.3,61.9,0.0,206.9,113.2,79.6,0.0,0.0,0.0,0.0,67.2,60.1,111.4,46.0,44.2,84.9,77.8,106.1,107.9,120.2,0.0,0.0,164.4,120.2,196.3,61.9,0.0,206.9,113.2,79.6,0.0,0.0,0.0,0.0,67.2,60.1,111.4,46.0,44.2,84.9,77.8,106.1,107.9,120.2,0.0,0.0,164.4,120.2,196.3,61.9,0.0,206.9,113.2,79.6,0.0,0.0,0.0,0.0,0.0
58.8,52.6,97.5,40.2,38.7,74.3,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,58.8,52.6,97.5,40.2,38.7,74.3,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,58.8,52.6,97.5,40.2,38.7,74.3,68.1,92.8,94.4,105.2,0.0,0.0,143.9,105.2,171.7,54.1,0.0,181.0,99.0,69.6,0.0,0.0,0.0,0.0,0.0
51.6,46.2,85.5,35.3,33.9,65.2,59.7,81.5,82.8,92.3,0.0,0.0,126.3,92.3,150.7,47.5,0.0,158.9,86.9,61.1,0.0,0.0,0.0,0.0,51.6,46.2,85.5,35.3,33.9,65.2,59.7,81.5,82.8,92.3,0.0,0.0,126.3,92.3,150.7,47.5,0.0,158.9,86.9,61.1,0.0,0.0,0.0,0.0,51.6,46.2,85.5,35.3,33.9,65.2,59.7,81.5,82.8,92.3,0.0,0.0,126.3,92.3,150.7,47.5,0.0,158.9,86.9,61.1,0.0,0.0,0.0,0.0,0.0
50.2,44.9,83.3,34.4,33.0,63.4,58.2,79.3,80.6,89.9,0.0,0.0,122.9,89.9,146.7,46.3,0.0,154.6,84.6,59.5,0.0,0.0,0.0,0.0,50.2,44.9,83.3,34.4,33.0,63.4,58.2,79.3,80.6,89.9,0.0,0.0,122.9,89.9,146.7,46.3,0.0,154.6,84.6,59.5,0.0,0.0,0.0,0.0,50.2,44.9,83.3,34.4,33.0,63.4,58.2,79.3,80.6,89.9,0.0,0.0,122.9,89.9,146.7,46.3,0.0,154.6,84.6,59.5,0.0,0.0,0.0,0.0,0.0
47.5,42.5,78.7,32.5,31.2,60.0,55.0,75.0,76.2,84.9,0.0,0.0,116.2,84.9,138.7,43.7,0.0,146.2,80.0,56.2,0.0,0.0,0.0,0.0,47.5,42.5,78.7,32.5,31.2,60.0,55.0,75.0,76.2,84.9,0.0,0.0,116.2,84.9,138.7,43.7,0.0,146.2,80.0,56.2,0.0,0.0,0.0,0.0,47.5,42.5,78.7,32.5,31.2,60.0,55.0,75.0,76.2,84.9,0.0,0.0,116.2,84.9,138.7,43.7,0.0,146.2,80.0,56.2,0.0,0.0,0.0,0.0,0.0
45.4,40.6,75.3,31.1,29.9,57.4,52.6,71.7,72.9,81.3,0.0,0.0,111.1,81.3,132.6,41.8,0.0,139.8,76.5,53.8,0.0,0.0,0.0,0.0,45.4,40.6,75.3,31.1,29.9,57.4,52.6,71.7,72.9,81.3,0.0,0.0,111.1,81.3,132.6,41.8,0.0,139.8,76.5,53.8,0.0,0.0,0.0,0.0,45.4,40.6,75.3,31.1,29.9,57.4,52.6,71.7,72.9,81.3,0.0,0.0,111.1,81.3,132.6,41.8,0.0,139.8,76.5,53.8,0.0,0.0,0.0,0.0,0.0
44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,0.0
44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,44.7,40.0,74.1,30.6,29.4,56.5,51.8,70.6,71.8,80.0,0.0,0.0,109.4,80.0,130.6,41.2,0.0,137.7,75.3,53.0,0.0,0.0,0.0,0.0,0.0
46.8,41.9,77.6,32.0,30.8,59.1,54.2,73.9,75.1,83.7,0.0,0.0,114.5,83.7,136.7,43.1,0.0,144.0,78.8,55.4,0.0,0.0,0.0,0.0,46.8,41.9,77.6,32.0,30.8,59.1,54.2,73.9,75.1,83.7,0.0,0.0,114.5,83.7,136.7,43.1,0.0,144.0,78.8,55.4,0.0,0.0,0.0,0.0,46.8,41.9,77.6,32.0,30.8,59.1,54.2,73.9,75.1,83.7,0.0,0.0,114.5,83.7,136.7,43.1,0.0,144.0,78.8,55.4,0.0,0.0,0.0,0.0,0.0
50.9,45.6,84.4,34.8,33.5,64.3,58.9,80.4,81.7,91.1,0.0,0.0,124.6,91.1,148.7,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,50.9,45.6,84.4,34.8,33.5,64.3,58.9,80.4,81.7,91.1,0.0,0.0,124.6,91.1,148.7,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,50.9,45.6,84.4,34.8,33.5,64.3,58.9,80.4,81.7,91.1,0.0,0.0,124.6,91.1,148.7,46.9,0.0,156.7,85.7,60.3,0.0,0.0,0.0,0.0,0.0
57.1,51.1,94.7,39.1,37.6,72.1,66.1,90.2,91.7,102.2,0.0,0.0,139.7,102.2,166.8,52.6,0.0,175.8,96.2,67.6,0.0,0.0,0.0,0.0,57.1,51.1,94.7,39.1,37.6,72.1,66.1,90.2,91.7,102.2,0.0,0.0,139.7,102.2,166.8,52.6,0.0,175.8,96.2,67.6,0.0,0.0,0.0,0.0,57.1,51.1,94.7,39.1,37.6,72.1,66.1,90.2,91.7,102.2,0.0,0.0,139.7,102.2,166.8,52.6,0.0,175.8,96.2,67.6,0.0,0.0,0.0,0.0,0.0
61.2,54.8,101.5,41.9,40.3,77.3,70.9,96.7,98.3,109.6,0.0,0.0,149.9,109.6,178.9,56.4,0.0,188.5,103.1,72.5,0.0,0.0,0.0,0.0,61.2,54.8,101.5,41.9,40.3,77.3,70.9,96.7,98.3,109.6,0.0,0.0,149.9,109.6,178.9,56.4,0.0,188.5,103.1,72.5,0.0,0.0,0.0,0.0,61.2,54.8,101.5,41.9,40.3,77.3,70.9,96.7,98.3,109.6,0.0,0.0,149.9,109.6,178.9,56.4,0.0,188.5,103.1,72.5,0.0,0.0,0.0,0.0,0.0
63.3,56.6,104.9,43.3,41.6,80.0,73.3,99.9,101.6,113.3,0.0,0.0,154.9,113.3,184.9,58.3,0.0,194.9,106.6,75.0,0.0,0.0,0.0,0.0,63.3,56.6,104.9,43.3,41.6,80.0,73.3,99.9,101.6,113.3,0.0,0.0,154.9,113.3,184.9,58.3,0.0,194.9,106.6,75.0,0.0,0.0,0.0,0.0,63.3,56.6,104.9,43.3,41.6,80.0,73.3,99.9,101.6,113.3,0.0,0.0,154.9,113.3,184.9,58.3,0.0,194.9,106.6,75.0,0.0,0.0,0.0,0.0,0.0
